employee_id,name,email,age,gender,salary,department,hire_date,is_active
cff4c56b-f9ea-4c64-8c41-7e7cd741d609,John Lyons,vjohnson@example.net,60,Male,59459.1,Marketing,2023-04-09,True
a0722aa0-2aa3-4cf7-ab70-ba6527d99a23,Renee Frey,joneschristopher@example.net,52,Male,112715.52,Engineering,2018-08-10,True
64d09913-191b-4adf-8202-861c62830869,Donna Mora,rodneyrichardson@example.com,56,Female,102060.0,Sales,2022-04-01,True
5bc7fdeb-3123-4efe-ae64-80432aa50f4e,Rodney Farrell,leachshannon@example.net,36,Male,104692.57,Sales,2018-05-31,False
350d278d-41a8-46e1-a5e0-49937f411fed,Yolanda Salinas,danielellis@example.com,33,Male,90363.65,Engineering,2021-11-10,True
98a33736-fd1a-47ce-9ad0-a6f226bdd974,Mrs. Jennifer Frazier,ushelton@example.com,47,Male,66013.33,Hr,2026-05-19,True
33b5b3ce-dfec-4623-ab89-9605a2939b3b,Tara Smith,lisa08@example.org,65,Male,136654.89,Engineering,2025-02-21,True
d7a3283c-27e9-49e2-88bf-23fb9a431f7a,Edward Mccarthy,fjones@example.net,32,Female,92947.42,Engineering,2025-02-01,False
21681081-399f-4a8f-90fc-9eee0a1727f7,Adrian Anthony,michelle27@example.com,64,Male,41320.38,Hr,2021-06-12,False
089b30a0-809f-4923-87a1-798fe6addd9e,Meghan Trujillo,burgessrebecca@example.org,63,Female,78864.22,Sales,2019-04-18,True
d360da69-6af7-4ad2-993e-c8c6e6b106e2,Sarah Compton,melissayates@example.net,57,Non-Binary,41243.63,Engineering,2025-04-01,False
81c16e98-4d6c-4782-ae95-83eabda17da2,Faith Snyder,sherri46@example.com,24,Non-Binary,68088.32,Marketing,2024-07-01,False
ef7e85ec-a417-456f-a9ee-7f3d0ff030b8,Dustin Greer,mcmahontimothy@example.org,44,Non-Binary,68787.79,Sales,2021-04-25,True
14e5064c-b799-4e8e-9a1a-7d6fdd02e100,Brittany Hatfield,djohnson@example.com,41,Female,114848.59,Engineering,2020-12-26,True
26c00984-c734-4b05-b88c-31f619faa06e,Kyle Anderson,daniel85@example.org,60,Male,109858.27,Marketing,2020-03-25,True
1c6a4b5e-7d85-4725-8707-aef9c6c3744c,Lisa Mcdonald,debra94@example.org,36,Non-Binary,84813.53,Finance,2025-12-25,False
eab9221b-4b36-4545-8ca1-a034633cbf79,Tina Lucero,stonekristen@example.org,24,Female,127168.82,Finance,2016-10-11,False
c1b199c4-5f1f-497c-b1cf-f814645bd776,Herbert Chen,wintersbill@example.com,64,Non-Binary,44677.97,Hr,2025-05-29,True
91bacf80-aaa0-4996-8522-dc4ef1dd50bf,Cindy Davis,hhunter@example.org,38,Non-Binary,55768.66,Finance,2020-08-28,False
15831fee-ec41-46f6-ac0b-e55c90e639e1,Jennifer Garcia,jessicajohnson@example.com,57,Non-Binary,115548.48,Engineering,2020-09-15,False
eb561699-7f22-4d12-87b6-e08e6ac1ca75,Erika King,chad50@example.com,42,Female,123773.68,Engineering,2019-11-16,False
3b019fcb-f96d-4403-948c-93f3028d042b,Andrea Barry,aaronhopkins@example.net,34,Non-Binary,139942.04,Engineering,2025-10-12,True
4b1347f6-01d6-4903-bf7b-68ae1f8941b6,Alexander Jacobs,jacobrodriguez@example.com,22,Female,134954.75,Hr,2023-06-22,False
f76dce6e-0726-444a-a152-03c7421aa15e,George Woodward,sharon85@example.org,22,Male,41429.13,Engineering,2022-04-30,True
94b28b9d-8881-4f42-9a42-b62914afe646,James Thomas,lindastewart@example.org,34,Male,100835.96,Marketing,2018-10-06,False
6b770df1-5f59-4a2c-8a82-e06a2f16fb50,Shannon Burke,emiller@example.org,39,Non-Binary,137851.52,Engineering,2020-08-07,False
ed28508d-bdaa-4bfa-aab0-15638cffbbb1,Jay Walsh,wrightcynthia@example.net,47,Non-Binary,48134.54,Sales,2025-11-20,False
02284fd9-689b-4a65-a05d-d4d60ecfb95b,Nicholas Flores,nathanfarley@example.org,29,Female,53342.06,Finance,2025-11-25,False
1cb66f67-46e7-45ad-9bce-35d8cbe88a3f,Melissa Flynn,lhebert@example.com,29,Male,67840.98,Engineering,2020-09-18,True
5723a959-7415-4acc-b5a3-e8933f7a2748,Brenda Ford,webbjames@example.org,24,Male,108099.68,Finance,2024-09-12,False
01fda698-7646-47ca-9e65-736c72f774b1,Brian Irwin,amy26@example.net,45,Non-Binary,130985.12,Engineering,2023-11-29,False
c2953f51-7f67-4e1a-ad9d-1f4217b18e6e,Kimberly Sullivan,martineznicole@example.org,63,Female,104014.12,Sales,2016-05-25,True
94e4cc44-e3fb-4bda-86ae-9d5c65ff6adc,Jill Francis,justin39@example.org,35,Female,98712.55,Engineering,2016-10-01,True
889c8ae2-4e3c-4f2d-8332-559dcad00273,Joseph Wright,carloscallahan@example.com,31,Female,73340.84,Sales,2021-08-05,True
35d4cd35-a08c-4a00-85e7-425092f078b8,Jennifer Walters,yfigueroa@example.com,43,Non-Binary,43566.55,Sales,2019-04-27,True
2347b24f-a0f9-4074-9177-b6d45f2e9167,Michael James,qtaylor@example.com,31,Non-Binary,68953.09,Hr,2019-12-09,True
37cf8025-6a44-4a90-be0a-5a5679009c61,Michael Flores,wallacedouglas@example.com,40,Male,87806.47,Marketing,2016-12-02,True
5afb9565-068a-4c38-b739-076a9f032cdc,Stephen Smith,mcdanielchristopher@example.net,41,Male,125703.66,Engineering,2025-08-23,False
0a8aa1e4-5c7c-4c62-81a4-f7a165264961,Aaron Nelson,jessica32@example.net,47,Female,69922.55,Engineering,2019-04-11,True
b7626f49-75fd-4537-af1b-dd071aff71ae,Christopher Fisher,thernandez@example.org,57,Female,87400.47,Sales,2021-08-21,True
2fd3b9f2-e90f-49f8-b578-3f662114c2d6,Richard Price,oprice@example.org,52,Male,109959.53,Hr,2020-10-15,True
0cbf404d-b5c2-4d42-9626-d8c4344af454,Amanda Schultz,michaelpaul@example.net,41,Female,113475.1,Marketing,2018-02-17,True
162d5c72-9ccd-4e1f-8c2a-bdaa9c5c11eb,Kayla Mitchell,robert08@example.net,62,Non-Binary,77557.13,Engineering,2025-12-17,True
bc02ba67-ee04-4dde-8c14-1838f46860a2,Lauren Henry,rlewis@example.org,27,Male,114986.96,Engineering,2016-11-01,False
4a30f7cd-00fd-4c23-998c-a3b429b10823,Brenda Buchanan,tarasanders@example.org,22,Male,79380.8,Finance,2020-12-07,False
9b3a0c89-1a32-4148-9bba-c83856e9b78d,Rebecca Morris,qbarry@example.org,50,Female,118828.88,Marketing,2021-08-13,False
35a7c6ed-1482-4a89-9e63-64c630ac79dd,Haley Hood,emily44@example.net,27,Female,62013.79,Sales,2024-12-30,True
df39ccaa-580c-49fc-bb69-e69041300879,Amanda Villa,smithtyler@example.com,49,Male,75852.04,Engineering,2016-11-14,True
7e5b637d-fa98-4115-a980-b561cf1accc1,Bruce Miller,mckenzieeric@example.org,55,Female,115243.84,Marketing,2020-10-20,True
8f1b5be1-6d4b-469c-9169-03f213bfa9fe,Sandra Williams,johnrobinson@example.com,53,Female,65647.97,Engineering,2025-09-28,True
1b770deb-6f51-4a78-bea2-a33a51d11bcd,Donna Weaver,jenniferwaters@example.net,61,Male,50462.97,Hr,2022-06-11,False
45c596d4-42d0-4ba3-a265-2c9e89421c6d,Bryan Logan,thompsonrobert@example.org,45,Non-Binary,122698.66,Engineering,2019-03-30,False
01a6009e-a8dc-4886-bf45-33febc6ff6ac,Kaylee Trevino,cruzjoseph@example.net,31,Non-Binary,80590.69,Hr,2022-01-16,False
b4178592-b76f-45b2-acc5-12df3ac49efa,Diane Singh,calvinparker@example.com,65,Female,123353.35,Hr,2018-09-25,True
9501e917-496d-427b-baf2-f402a0e624f1,Robert Tran,michael02@example.com,56,Non-Binary,133131.34,Engineering,2017-12-13,False
1392a255-fdc1-4930-82ae-752f2d4076bc,Daniel Herman,shudson@example.org,42,Female,43546.83,Marketing,2018-10-01,False
c28d2ad5-3bd3-447d-90f0-c75d21d32e24,Lee Anderson,glester@example.net,60,Male,124233.33,Finance,2024-09-26,False
7d3c279b-5bce-428b-989b-b03086c47b06,Adam Robinson,donnasimpson@example.net,52,Male,119994.58,Finance,2021-03-16,True
142a6c95-d908-4a42-b448-0761505e9c9b,Larry Warner,kristen60@example.org,26,Male,53049.41,Sales,2016-10-11,True
3fe65f90-f631-481e-bf40-1e04b9f94ec6,Jeremy Swanson,jordanpowers@example.com,50,Female,126190.34,Marketing,2016-07-26,False
bb78eb2d-0ee5-444d-8a1d-8b4292d6ff73,Heather Henry,johnsonbrady@example.org,45,Non-Binary,78223.26,Finance,2025-11-08,True
0ff9d318-d22a-4a62-9109-197853a081a6,Matthew Taylor,shanethomas@example.com,58,Male,107857.14,Finance,2018-03-02,True
c90853fd-fc9e-4692-ba62-6aee542d19c0,Janet Ortiz,amanda70@example.net,49,Male,68966.41,Finance,2025-08-12,False
2bdb5720-63ea-407f-b436-498e68afe2b8,Charles Melton,christopheryoung@example.org,52,Female,100742.99,Marketing,2018-11-12,True
e575ae93-ce74-4e8a-b4e1-680b05a02c72,Richard Sutton,jennifersimmons@example.net,64,Male,114074.54,Sales,2017-06-07,False
266b0d37-b5c9-4b49-b51f-7e54a0e77486,Amanda Peterson,cjohnson@example.com,43,Male,89351.0,Sales,2017-04-17,False
754724dd-269b-4c3b-abf0-f4bd4af0a6fe,Henry Moss,zmorgan@example.com,48,Female,121003.75,Engineering,2025-11-03,True
e689e5e8-87c4-4eb8-8f8e-3e0103c8e104,John Johnson,sarah07@example.com,63,Male,63895.17,Sales,2023-08-12,True
0d18533e-7efa-4faf-98ba-0bf3675e0c52,Patrick Johnson,wanda38@example.net,24,Female,81786.6,Hr,2019-10-20,True
402988fd-f8cc-4f3b-959b-148ffa7bff5f,Keith Rivera,brendacortez@example.net,65,Non-Binary,55137.38,Sales,2025-02-25,False
e642965c-de38-4aeb-aa96-abe6299cf16b,Ryan Wilkins,cunninghamstephanie@example.com,24,Non-Binary,86627.9,Hr,2019-04-23,True
c8649f78-7eaf-4679-92b0-49944b1dd9fd,Jeffrey Jackson,ashleyramos@example.com,28,Female,117814.84,Engineering,2025-09-10,True
e8ef99e9-7afc-40cd-b8bc-6621f2d7fe55,Sabrina Osborne,chadboyle@example.com,60,Non-Binary,53270.2,Sales,2025-11-23,True
10339310-2b7b-4e99-878f-40ed2c805ac7,Brooke Rodriguez,rfischer@example.com,57,Non-Binary,74666.8,Hr,2019-03-31,False
d1db32f8-fda8-44ea-874d-d25c6dbf859c,Theresa Medina,veronica36@example.org,29,Male,101011.97,Hr,2024-11-04,False
c8dec9ab-27c3-4784-82e7-448cc0037457,Tammy Elliott,steven08@example.com,63,Male,136948.54,Finance,2022-10-06,False
3a72017d-c29e-4120-8ddb-2316cc68fd3f,Heidi Jarvis,erinmccoy@example.net,30,Female,119934.12,Engineering,2023-05-26,True
3fcb34fa-bc39-41b3-bb1d-867704e6748a,Dana Lopez,cmiller@example.org,24,Female,84457.96,Marketing,2023-11-02,False
e51c0cdb-8247-44df-9d1f-8e30731c877a,Michele Rubio,scottbrown@example.com,44,Non-Binary,47533.96,Engineering,2022-09-29,True
6fed6cc5-40b0-40a4-8598-244bf0bd7405,Patricia Lynch,parkertravis@example.com,53,Female,130107.14,Finance,2018-06-04,True
c683ad33-6f84-4392-a2f9-dbb265dcac6c,Megan Terry,aguilarmichael@example.net,36,Male,117634.26,Finance,2017-08-31,False
d26eeeba-53ff-4644-8741-ee56b5e2834d,John Boyd,millermichelle@example.com,54,Female,134548.55,Marketing,2016-06-10,False
abe0a177-1c5e-4698-b7a0-2afd30d6863f,Amanda Hebert,edwardsrebecca@example.net,58,Female,132288.06,Engineering,2019-02-23,False
25c1df67-987d-416d-a462-c274abbf66c7,Eric Brown,patricialozano@example.net,26,Male,81516.15,Marketing,2022-10-25,True
bad4c288-0bf5-4ed8-b93c-2989c399fd7f,Amanda Peters,wherring@example.net,50,Female,108641.81,Engineering,2024-07-11,False
d03459a4-2ca7-43c4-8f4e-d44214aaaefe,Robert Murphy,kimberly87@example.org,42,Non-Binary,65258.59,Sales,2023-12-19,True
09e1c3b0-271f-4772-8d7f-7ba572e6316e,Cassandra Hunt,lisa13@example.net,29,Female,109177.52,Sales,2024-04-22,False
756b6c0d-cff0-48ac-bd1c-d68c9c63765b,Michelle Durham,thomaspeters@example.net,33,Male,123027.01,Marketing,2017-03-22,False
d01e488b-00a1-402e-97e7-ef7b848610cf,Ashley Lawson,yrogers@example.net,26,Non-Binary,129343.51,Marketing,2020-01-07,True
1e6cbd83-a2f6-4516-9c88-b09cd7604342,Timothy White,andrewblackwell@example.org,35,Non-Binary,107375.91,Engineering,2016-11-02,True
4fae667b-b2e7-4e77-8fe1-cedfa5387901,Susan Burke,michaelconley@example.org,40,Female,108946.65,Finance,2020-06-24,True
e6df12ce-9aa9-49f1-9adf-fd0470d22718,Dawn Collins,bgutierrez@example.com,31,Male,85404.81,Hr,2024-06-03,False
106861d3-633d-4c54-b304-59cc30c42d61,Caleb Bell,richardvaughn@example.org,38,Male,42793.62,Marketing,2019-08-17,False
df254e5d-befa-4c47-8dd6-650fca6ef7ce,Karen Hodge,qgibbs@example.org,43,Female,136090.71,Sales,2022-11-17,False
1480f037-d39a-4bb0-962b-68d41880fa4b,Tyler Ruiz,moorezachary@example.com,33,Non-Binary,139295.18,Engineering,2025-12-30,False
28280370-5672-4bc7-a06e-8502002f9cc4,Melissa Martin,daniellesanchez@example.net,32,Female,129767.53,Marketing,2019-09-06,True
e34d7804-f565-4d00-bba0-6f58061ae8d1,Jennifer Perez,mark35@example.org,42,Non-Binary,64283.87,Marketing,2018-01-12,False
e0631450-5d00-4716-b680-891b6bb6204e,Jasmine Townsend,sarahsmith@example.com,45,Female,106319.55,Marketing,2023-08-01,True
04fe973d-261c-4c19-bff8-3cec2c05b870,Frank Smith,watersdaniel@example.net,47,Male,110216.95,Marketing,2017-11-15,False
613f718d-c96e-41a5-ac70-74642734f9bb,Jennifer Bradley,jennifer25@example.net,41,Non-Binary,81674.93,Marketing,2018-07-25,False
6862dc24-213a-4ad8-92b3-4a24667fceeb,Heather Davis,ysanchez@example.org,41,Non-Binary,75456.41,Marketing,2025-07-24,False
65a5ac1f-7b2e-4fc5-a530-11a23d7439ee,Andrea King,nicole58@example.org,62,Female,103704.45,Finance,2022-06-09,True
3cad275a-e072-4aae-b97c-27bfc7938520,Levi Dillon,gmaynard@example.net,46,Female,40842.76,Sales,2025-03-05,False
647640a1-b6a6-49ef-a4ea-c3f40c78c2f9,Jason Berg,ghamilton@example.net,35,Female,69331.17,Hr,2021-01-01,True
572abb53-2b6b-4b42-a950-23267644d183,Christopher Sellers,kathleen15@example.com,33,Male,67697.02,Finance,2017-10-28,True
a1595b4f-7901-426f-8421-325a5b8d11ba,Amy Wiley,gregory95@example.com,50,Female,58538.07,Hr,2020-03-13,False
6e63ffa4-8d2a-4974-8a86-36550a9d499c,Jason Brooks,michaelanderson@example.net,33,Male,135953.23,Sales,2019-12-19,True
65fd5f69-93a2-4c9b-ae3a-52d707fe6a4e,Martin Mann,stricklandamy@example.net,44,Female,103151.69,Engineering,2017-10-12,False
3a6e8f12-2a1a-4e85-b51c-5aac2728ec95,Chad Snyder,jennifer51@example.com,35,Female,40184.32,Hr,2024-02-18,False
57ac59f2-2887-43a9-a633-17c3430342c7,Tracy Patel,rhondarollins@example.net,22,Male,69856.01,Sales,2021-12-14,True
fe1c51e5-ea31-467a-a168-02053c0a94de,James Ruiz,tami61@example.net,49,Non-Binary,115135.25,Engineering,2026-02-17,False
9870c707-955f-4c33-8142-424925cc2478,Veronica Keith,terrydeborah@example.org,36,Non-Binary,116199.5,Sales,2022-05-10,True
1c769e1f-8371-4849-bb52-14d99a66d48d,Nicholas Jackson,leonalex@example.com,29,Female,128371.8,Engineering,2024-07-27,True
ad0cabfc-1baf-41f1-917f-a07e7b0f78c1,Kevin King,oburnett@example.org,38,Female,92610.19,Finance,2022-01-05,False
c7d02862-13f3-4e53-a509-8f9ad3c61e05,Tammie Jackson,natalieholmes@example.net,50,Male,114655.09,Sales,2023-01-02,False
67af36d9-af04-4f81-b548-1bf2702cebbe,Kevin Gillespie,nicolecunningham@example.com,65,Male,99540.99,Engineering,2025-09-10,True
67ba6b1a-9695-4911-a4e0-ee5b1638325c,Jonathon Gibson,rharvey@example.net,38,Female,93363.87,Engineering,2021-04-19,True
43eb280e-7901-4990-a4e3-22cfa51de78b,Joshua Moore,stephenrivers@example.com,32,Male,81483.04,Sales,2020-04-30,False
179d221d-8e5f-47fa-a8f4-9b51f3fa8613,David Rodriguez,michaeldavis@example.net,55,Male,97398.18,Marketing,2025-01-14,True
96248805-2305-46d3-aa61-353ad2b00078,Adriana Atkins,gklein@example.com,48,Non-Binary,94357.32,Sales,2021-12-29,False
df61c534-57d1-437c-87af-ae8fdfecb2ae,Aaron Perez,joshua07@example.com,50,Female,96823.29,Marketing,2025-11-13,True
17776c3a-5743-4d9c-ad30-32ed824c6948,Kenneth Perez,tamara23@example.com,29,Non-Binary,52051.79,Hr,2025-10-03,False
a8f614bd-7b2a-4677-86b7-e7cbbe0d24ed,Heather Cruz,mariahwilson@example.com,30,Non-Binary,106825.84,Sales,2021-05-26,False
b594b706-a7fb-481e-ba88-a4ab78916712,Thomas Reynolds,teresa41@example.com,48,Male,87671.52,Finance,2025-06-07,False
58116722-277d-4c7b-b22c-353d1ee1723b,Natalie Spears,victor16@example.com,53,Non-Binary,135842.26,Hr,2021-01-16,False
fa04a706-ef8d-4f9b-bae3-fcee7636efd9,Dr. Connie Ross MD,leonardsutton@example.org,31,Non-Binary,89552.31,Finance,2021-02-11,True
3a357442-f325-4875-a417-2ba364eec62b,Jessica Williams,russelljoseph@example.net,23,Female,87152.89,Engineering,2019-08-31,True
b2daa1f6-cc16-414a-ae4a-6e781cf4a8ed,David Williams,inichols@example.org,65,Male,108629.65,Hr,2024-08-11,True
3309a536-e998-452c-af58-951f9b1ae019,John Abbott,ljones@example.org,45,Male,51615.21,Engineering,2018-09-01,False
ceb09220-7984-433f-a1c6-1ae46a594b07,Daniel Cherry,gilbertjoseph@example.net,62,Non-Binary,69252.64,Marketing,2019-11-13,True
ad5b9bb2-565a-4699-93bb-63d75e12425c,Chad Holmes,sierra14@example.org,58,Female,59120.43,Hr,2023-04-28,False
22ca9fe8-a8aa-4d13-85a9-18d19eede43c,Kenneth Keller,robertmason@example.net,43,Female,56825.54,Hr,2017-06-14,False
824d9e96-1fe2-43b0-b980-1aaae93b4418,Julie Gibson,david46@example.org,31,Female,133323.21,Marketing,2022-01-17,False
dcff697d-d26d-428d-91f1-5ee755e9718e,David Castillo,ujohnson@example.org,30,Male,131039.24,Hr,2021-12-03,False
72323dc9-c677-41b2-83a3-1607f5652d00,David Woods,jeremycampbell@example.net,46,Female,120684.6,Hr,2021-04-05,True
f807cdd9-2618-4c80-adf6-b1e0ee8f0e09,Melinda Lopez,shaheric@example.org,34,Female,134003.46,Finance,2019-09-28,True
c408143f-290d-47e4-8e1f-40819f2d5db8,Jeanette Lopez,zlee@example.org,46,Male,63402.93,Engineering,2024-04-08,True
56c6544d-f60c-4881-85ac-7520cd4668fe,Melanie Meyer,isaac89@example.net,45,Male,114316.28,Marketing,2020-09-26,True
7e525e4f-9e20-4161-b050-eb01a22fc818,Laura Lewis,fjohnson@example.net,61,Female,101250.67,Finance,2024-10-31,False
0021b632-3246-47d9-bb29-66398e4a295d,Chad Ramos,donnarodriguez@example.net,44,Female,85829.43,Finance,2020-08-26,False
495103ed-fd05-45f5-a252-1f50a54e6c8f,Gina Jennings,nathanbridges@example.net,59,Female,89020.21,Hr,2020-10-11,True
51497435-a9c9-424e-bd72-3837705bacc2,Julie Thomas,waltonstephanie@example.com,43,Female,44223.51,Engineering,2025-11-26,True
e46232e7-35c3-4e95-8a64-7b9fb52f6009,Anthony Sullivan,nashbrenda@example.com,44,Male,68980.97,Engineering,2021-10-21,True
fefd320b-f5ef-4a99-810f-5ddfa2251838,Kiara Knox,omar81@example.org,26,Female,108050.4,Finance,2022-06-12,False
03ea038f-c095-4099-be24-0205bb00d206,Luis Ward,mcgeekatrina@example.org,57,Male,85370.42,Sales,2022-07-15,True
dd153fb4-9680-41b7-8723-b796dd9539fc,Holly Owens,watkinsjoshua@example.org,60,Male,119479.02,Sales,2020-03-23,False
56fb5c72-ed6a-4bfc-81be-81f4bef874d7,Kevin Walls,moorecourtney@example.net,42,Female,42882.91,Engineering,2021-03-31,True
7abc9f0b-86fe-4ded-be38-784bf489362c,James Brennan,hamiltonelizabeth@example.org,45,Male,60959.13,Finance,2024-01-06,False
b49b93d5-1e70-4e19-87f7-9ee0e299cb48,Andres Nelson,swilson@example.com,34,Male,65127.71,Sales,2022-07-23,False
d31224e0-bebb-460d-b085-ee6da31cc5d2,Amy Robertson,martintyler@example.org,55,Female,65463.92,Sales,2022-10-08,True
581332c2-233e-4834-94e2-7ea64202faf9,Ariana Hoffman DVM,kingdalton@example.org,24,Female,133418.35,Engineering,2025-01-04,True
08df6b19-7c3a-4037-a0d5-c16e961139cf,Rachael Reed,wendysteele@example.org,51,Female,112460.48,Engineering,2020-05-21,False
706146ff-becb-44c8-b2c9-2c129bd91220,Derrick Kaufman,terri83@example.org,53,Female,84010.86,Engineering,2021-01-20,True
46ddb0ac-20e3-4a4d-bbce-fcd05050f32c,Paula Smith,kyle50@example.org,37,Male,122626.51,Marketing,2022-07-07,False
2a9e9a38-1d5a-474c-8da8-40fd4adb0798,Veronica Hunt,michelle16@example.net,35,Female,101275.67,Hr,2021-09-19,False
97f43de4-1493-4a25-9f69-cd4368bfbf7e,Yesenia Thompson,courtneynunez@example.com,24,Male,64972.82,Marketing,2016-09-16,True
d87d3afc-a370-4e8a-821a-c45bd5e32aef,Seth Stanley,tiffany40@example.net,39,Female,71959.7,Hr,2018-11-19,True
23d83f22-8440-4b37-b13b-ad4ee368f7d2,Anthony Price,brandi45@example.net,57,Female,101008.2,Marketing,2021-04-17,False
6c749cf4-1f75-40bc-b550-f22172e55360,Joseph Hall,preyes@example.org,50,Non-Binary,100466.99,Finance,2019-06-25,False
20f12d46-e775-427e-aec0-12f0d3100ac5,Alexis Molina,pmartinez@example.com,39,Male,41655.84,Finance,2019-03-20,True
b287c440-7881-407d-ae77-1359677abeb7,Amy Fletcher,james23@example.com,33,Non-Binary,81465.97,Marketing,2024-04-14,False
401a2e8a-fba0-4d45-8d3a-c4b92fb01074,Catherine Lin,tschaefer@example.org,64,Male,114192.16,Finance,2018-10-30,False
d5511e14-e18d-49ce-a0fa-5cd38f5a5ade,Carol Wright,lauren07@example.org,25,Male,78469.46,Sales,2017-01-07,True
634da412-816a-4ea8-a18a-47632af595a3,Joseph Snyder,melissapatel@example.org,58,Female,62956.27,Finance,2016-07-02,False
bee5f64d-3e37-455e-bbdc-678abf33551d,Michael Rollins,dorothy41@example.org,36,Non-Binary,123179.99,Marketing,2022-04-04,True
0b9bcb7e-dba6-40f1-b5bb-cdb0bda31488,Amy Lamb,twright@example.net,55,Female,107464.58,Marketing,2017-09-28,False
4a0609aa-827a-4d0d-a150-93b0a07aeb89,Charles Estrada,maria48@example.net,62,Female,68683.1,Marketing,2023-04-13,True
ce91e0c9-7abd-4241-85c2-b1052234c40f,Sandra Gonzalez,tmorgan@example.com,22,Non-Binary,90484.97,Sales,2017-10-15,True
cf085288-f004-4e32-8bc0-1de3d197b561,Evelyn Castaneda,zfoster@example.net,30,Female,55524.31,Marketing,2025-05-08,True
c1d44db0-d09b-439c-acb1-691c4c43745b,Cynthia Reynolds,wyatt82@example.net,30,Male,118144.39,Hr,2021-07-28,True
e9492308-c710-4ab3-881f-93bde669d6b6,Samantha Alvarez,jonathon47@example.net,37,Non-Binary,53212.86,Marketing,2021-08-31,False
